year,artist.inverted,track,time,genre,date,week,rank
2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,6,37.0
2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,7,43.0
2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,8,79.0
2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,9,51.0
2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,10,55.0
2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,11,67.0
2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,12,83.0
2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,13,86.0
2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,14,92.0
2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,15,100.0
2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,1,85.0
2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2,71.0
2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,3,59.0
2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,4,52.0
2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,5,39.0
2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,6,34.0
2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,7,26.0
2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,8,20.0
2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,9,17.0
2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,10,13.0
2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,11,11.0
2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,12,6.0
2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,13,6.0
2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,14,8.0
2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,15,8.0
2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,16,7.0
2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,17,8.0
2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,18,9.0
2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,19,11.0
2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,20,12.0
2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,21,14.0
2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,22,18.0
2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,23,26.0
2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,24,30.0
2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,25,36.0
2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,26,41.0
2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,27,48.0
2000,De La Soul,All Good?,5:02,Rap,2000-12-23,1,96.0
2000,De La Soul,All Good?,5:02,Rap,2000-12-23,2,96.0
2000,De La Soul,All Good?,5:02,Rap,2000-12-23,3,100.0
2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,1,89.0
2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2,76.0
2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,3,69.0
2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,4,59.0
2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,5,59.0
2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,6,51.0
2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,7,50.0
2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,8,35.0
2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,9,26.0
2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,10,15.0
2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,11,7.0
2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,12,6.0
2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,13,8.0
2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,14,8.0
2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,15,9.0
2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,16,11.0
2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,17,14.0
2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,18,16.0
2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,19,18.0
2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,20,23.0
2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,21,33.0
2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,22,41.0
2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,23,43.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,1,81.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,2,54.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,3,44.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,4,39.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,5,38.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,6,33.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,7,29.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,8,29.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,9,32.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,10,27.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,11,26.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,12,24.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,13,27.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,14,32.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,15,33.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,16,35.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,17,35.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,18,40.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,19,43.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,20,50.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,30,45.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,31,45.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,32,45.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,33,23.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,34,17.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,35,14.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,36,17.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,37,18.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,38,18.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,39,3.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,40,1.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,41,1.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,42,2.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,43,3.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,44,4.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,45,4.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,46,5.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,47,6.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,48,8.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,49,9.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,50,10.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,51,12.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,52,15.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,53,20.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,54,22.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,55,22.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,56,25.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,57,26.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,58,31.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,59,32.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,60,37.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,61,42.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,62,42.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,63,45.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,64,50.0
2000,Madonna,American Pie,4:30,Rock,2000-02-19,1,43.0
2000,Madonna,American Pie,4:30,Rock,2000-02-19,2,35.0
2000,Madonna,American Pie,4:30,Rock,2000-02-19,3,29.0
2000,Madonna,American Pie,4:30,Rock,2000-02-19,4,29.0
2000,Madonna,American Pie,4:30,Rock,2000-02-19,5,33.0
2000,Madonna,American Pie,4:30,Rock,2000-02-19,6,32.0
2000,Madonna,American Pie,4:30,Rock,2000-02-19,7,40.0
2000,Madonna,American Pie,4:30,Rock,2000-02-19,8,58.0
2000,Madonna,American Pie,4:30,Rock,2000-02-19,9,88.0
2000,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,1,85.0
2000,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2,77.0
2000,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,3,69.0
2000,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,4,69.0
2000,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,5,62.0
2000,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,6,56.0
2000,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,7,56.0
2000,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,8,64.0
2000,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,9,54.0
2000,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,10,53.0
2000,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,11,72.0
2000,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,12,83.0
2000,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,13,81.0
2000,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,14,88.0
2000,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,15,96.0
2000,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,16,93.0
2000,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,17,91.0
2000,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,18,89.0
2000,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,19,95.0
2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,1,69.0
2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2,49.0
2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,3,49.0
2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,4,34.0
2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,5,34.0
2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,6,34.0
2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,7,30.0
2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,8,27.0
2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,9,36.0
2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,10,41.0
2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,11,53.0
2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,12,56.0
2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,13,80.0
2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,14,100.0
2000,Yankee Grey,Another Nine Minutes,3:10,Country,2000-04-29,1,86.0
2000,Yankee Grey,Another Nine Minutes,3:10,Country,2000-04-29,2,83.0
2000,Yankee Grey,Another Nine Minutes,3:10,Country,2000-04-29,3,77.0
2000,Yankee Grey,Another Nine Minutes,3:10,Country,2000-04-29,4,74.0
2000,Yankee Grey,Another Nine Minutes,3:10,Country,2000-04-29,5,83.0
2000,Yankee Grey,Another Nine Minutes,3:10,Country,2000-04-29,6,79.0
2000,Yankee Grey,Another Nine Minutes,3:10,Country,2000-04-29,7,88.0
2000,Yankee Grey,Another Nine Minutes,3:10,Country,2000-04-29,8,95.0
2000,Jay-Z,Anything,3:41,Rap,2000-02-26,1,72.0
2000,Jay-Z,Anything,3:41,Rap,2000-02-26,2,58.0
2000,Jay-Z,Anything,3:41,Rap,2000-02-26,3,55.0
2000,Jay-Z,Anything,3:41,Rap,2000-02-26,4,55.0
2000,Jay-Z,Anything,3:41,Rap,2000-02-26,5,63.0
2000,Jay-Z,Anything,3:41,Rap,2000-02-26,6,74.0
2000,Jay-Z,Anything,3:41,Rap,2000-02-26,7,86.0
2000,Jay-Z,Anything,3:41,Rap,2000-02-26,8,92.0
2000,"Price, Kelly",As We Lay,6:20,Rock,2000-07-15,1,82.0
2000,"Price, Kelly",As We Lay,6:20,Rock,2000-07-15,2,69.0
2000,"Price, Kelly",As We Lay,6:20,Rock,2000-07-15,3,69.0
2000,"Price, Kelly",As We Lay,6:20,Rock,2000-07-15,4,64.0
2000,"Price, Kelly",As We Lay,6:20,Rock,2000-07-15,5,71.0
2000,"Price, Kelly",As We Lay,6:20,Rock,2000-07-15,6,79.0
2000,"Price, Kelly",As We Lay,6:20,Rock,2000-07-15,7,82.0
2000,"Price, Kelly",As We Lay,6:20,Rock,2000-07-15,8,89.0
2000,Kenny G,Auld Lang Syne (The Millenium Mix),7:50,Jazz,1999-12-25,1,89.0
2000,Kenny G,Auld Lang Syne (The Millenium Mix),7:50,Jazz,1999-12-25,2,89.0
2000,Kenny G,Auld Lang Syne (The Millenium Mix),7:50,Jazz,1999-12-25,3,7.0
2000,Kenny G,Auld Lang Syne (The Millenium Mix),7:50,Jazz,1999-12-25,4,8.0
2000,Kenny G,Auld Lang Syne (The Millenium Mix),7:50,Jazz,1999-12-25,5,66.0
2000,2 Pac,Baby Don't Cry (Keep Ya Head Up II),4:22,Rap,2000-02-26,1,87.0
2000,2 Pac,Baby Don't Cry (Keep Ya Head Up II),4:22,Rap,2000-02-26,2,82.0
2000,2 Pac,Baby Don't Cry (Keep Ya Head Up II),4:22,Rap,2000-02-26,3,72.0
2000,2 Pac,Baby Don't Cry (Keep Ya Head Up II),4:22,Rap,2000-02-26,4,77.0
2000,2 Pac,Baby Don't Cry (Keep Ya Head Up II),4:22,Rap,2000-02-26,5,87.0
2000,2 Pac,Baby Don't Cry (Keep Ya Head Up II),4:22,Rap,2000-02-26,6,94.0
2000,2 Pac,Baby Don't Cry (Keep Ya Head Up II),4:22,Rap,2000-02-26,7,99.0
2000,"Levert, Gerald",Baby U Are,4:10,R&B,2000-08-19,1,96.0
2000,"Levert, Gerald",Baby U Are,4:10,R&B,2000-08-19,2,89.0
2000,"Levert, Gerald",Baby U Are,4:10,R&B,2000-08-19,3,92.0
2000,"Levert, Gerald",Baby U Are,4:10,R&B,2000-08-19,4,96.0
2000,"Levert, Gerald",Baby U Are,4:10,R&B,2000-08-19,5,96.0
2000,"Wills, Mark",Back At One,4:00,Country,2000-01-15,1,89.0
2000,"Wills, Mark",Back At One,4:00,Country,2000-01-15,2,55.0
2000,"Wills, Mark",Back At One,4:00,Country,2000-01-15,3,51.0
2000,"Wills, Mark",Back At One,4:00,Country,2000-01-15,4,43.0
2000,"Wills, Mark",Back At One,4:00,Country,2000-01-15,5,37.0
2000,"Wills, Mark",Back At One,4:00,Country,2000-01-15,6,37.0
2000,"Wills, Mark",Back At One,4:00,Country,2000-01-15,7,36.0
2000,"Wills, Mark",Back At One,4:00,Country,2000-01-15,8,39.0
2000,"Wills, Mark",Back At One,4:00,Country,2000-01-15,9,42.0
2000,"Wills, Mark",Back At One,4:00,Country,2000-01-15,10,46.0
2000,"Wills, Mark",Back At One,4:00,Country,2000-01-15,11,45.0
2000,"Wills, Mark",Back At One,4:00,Country,2000-01-15,12,52.0
2000,"Wills, Mark",Back At One,4:00,Country,2000-01-15,13,64.0
2000,"Wills, Mark",Back At One,4:00,Country,2000-01-15,14,74.0
2000,"Wills, Mark",Back At One,4:00,Country,2000-01-15,15,84.0
2000,"Wills, Mark",Back At One,4:00,Country,2000-01-15,16,90.0
2000,"Wills, Mark",Back At One,4:00,Country,2000-01-15,17,94.0
2000,"Wills, Mark",Back At One,4:00,Country,2000-01-15,18,99.0
2000,BBMak,Back Here,3:35,Rock,2000-04-29,1,99.0
2000,BBMak,Back Here,3:35,Rock,2000-04-29,2,86.0
2000,BBMak,Back Here,3:35,Rock,2000-04-29,3,60.0
2000,BBMak,Back Here,3:35,Rock,2000-04-29,4,52.0
2000,BBMak,Back Here,3:35,Rock,2000-04-29,5,38.0
2000,BBMak,Back Here,3:35,Rock,2000-04-29,6,34.0
2000,BBMak,Back Here,3:35,Rock,2000-04-29,7,28.0
2000,BBMak,Back Here,3:35,Rock,2000-04-29,8,21.0
2000,BBMak,Back Here,3:35,Rock,2000-04-29,9,18.0
2000,BBMak,Back Here,3:35,Rock,2000-04-29,10,18.0
2000,BBMak,Back Here,3:35,Rock,2000-04-29,11,19.0
2000,BBMak,Back Here,3:35,Rock,2000-04-29,12,15.0
2000,BBMak,Back Here,3:35,Rock,2000-04-29,13,18.0
2000,BBMak,Back Here,3:35,Rock,2000-04-29,14,13.0
2000,BBMak,Back Here,3:35,Rock,2000-04-29,15,16.0
2000,BBMak,Back Here,3:35,Rock,2000-04-29,16,15.0
2000,BBMak,Back Here,3:35,Rock,2000-04-29,17,16.0
2000,BBMak,Back Here,3:35,Rock,2000-04-29,18,16.0
2000,BBMak,Back Here,3:35,Rock,2000-04-29,19,17.0
2000,BBMak,Back Here,3:35,Rock,2000-04-29,20,15.0
2000,BBMak,Back Here,3:35,Rock,2000-04-29,21,18.0
2000,BBMak,Back Here,3:35,Rock,2000-04-29,22,17.0
2000,BBMak,Back Here,3:35,Rock,2000-04-29,23,16.0
2000,BBMak,Back Here,3:35,Rock,2000-04-29,24,22.0
2000,BBMak,Back Here,3:35,Rock,2000-04-29,25,24.0
2000,BBMak,Back Here,3:35,Rock,2000-04-29,26,30.0
2000,BBMak,Back Here,3:35,Rock,2000-04-29,27,36.0
2000,BBMak,Back Here,3:35,Rock,2000-04-29,28,37.0
2000,BBMak,Back Here,3:35,Rock,2000-04-29,29,42.0
2000,BBMak,Back Here,3:35,Rock,2000-04-29,30,45.0
